[I 241226 12:55:42 websocket_listener:48] WebSocket connection opened
[I 241226 12:55:42 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735197944000, 'last_traded_price': 2374820, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:50 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199272000, 'last_traded_price': 2375050, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:50 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199272000, 'last_traded_price': 2375115, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:51 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199273000, 'last_traded_price': 2375180, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:51 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199273000, 'last_traded_price': 2375165, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:52 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199274000, 'last_traded_price': 2375075, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:52 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199274000, 'last_traded_price': 2375115, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:53 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199275000, 'last_traded_price': 2375135, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:53 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199275000, 'last_traded_price': 2375085, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:54 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199276000, 'last_traded_price': 2375070, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:54 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199276000, 'last_traded_price': 2375130, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:55 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199277000, 'last_traded_price': 2375130, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:55 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199277000, 'last_traded_price': 2375110, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:56 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199278000, 'last_traded_price': 2375130, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:56 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199278000, 'last_traded_price': 2375150, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:57 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199279000, 'last_traded_price': 2375070, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:57 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199279000, 'last_traded_price': 2375125, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:58 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199280000, 'last_traded_price': 2375010, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:58 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199280000, 'last_traded_price': 2375065, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:59 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199281000, 'last_traded_price': 2374750, 'subscription_mode_val': 'LTP'}
[I 241226 13:17:59 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199281000, 'last_traded_price': 2375095, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:00 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199282000, 'last_traded_price': 2375045, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:00 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199282000, 'last_traded_price': 2375210, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:01 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199283000, 'last_traded_price': 2375295, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:01 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199283000, 'last_traded_price': 2375475, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:02 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199284000, 'last_traded_price': 2375395, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:02 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199284000, 'last_traded_price': 2375245, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:03 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199285000, 'last_traded_price': 2375235, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:03 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199285000, 'last_traded_price': 2375195, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:04 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199286000, 'last_traded_price': 2375255, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:04 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199286000, 'last_traded_price': 2375345, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:05 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199287000, 'last_traded_price': 2375295, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:05 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199287000, 'last_traded_price': 2375260, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:06 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199288000, 'last_traded_price': 2375230, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:06 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199288000, 'last_traded_price': 2375205, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:07 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199289000, 'last_traded_price': 2374990, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:07 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199289000, 'last_traded_price': 2375060, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:08 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199290000, 'last_traded_price': 2374995, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:08 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199290000, 'last_traded_price': 2375045, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:09 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199291000, 'last_traded_price': 2375135, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:09 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199291000, 'last_traded_price': 2375285, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:10 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199292000, 'last_traded_price': 2375290, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:10 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199292000, 'last_traded_price': 2375290, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:11 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199293000, 'last_traded_price': 2375290, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:11 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199293000, 'last_traded_price': 2375240, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:12 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199294000, 'last_traded_price': 2375245, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:12 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199294000, 'last_traded_price': 2375295, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:13 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199295000, 'last_traded_price': 2375290, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:13 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199295000, 'last_traded_price': 2375180, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:14 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199296000, 'last_traded_price': 2375255, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:14 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199296000, 'last_traded_price': 2375165, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:15 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199297000, 'last_traded_price': 2375270, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:15 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199297000, 'last_traded_price': 2375280, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:16 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199298000, 'last_traded_price': 2375240, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:16 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199298000, 'last_traded_price': 2375250, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:17 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199299000, 'last_traded_price': 2375165, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:17 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199299000, 'last_traded_price': 2375205, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:18 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199300000, 'last_traded_price': 2375150, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:18 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199300000, 'last_traded_price': 2375115, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:19 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199301000, 'last_traded_price': 2375020, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:19 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199301000, 'last_traded_price': 2375305, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:20 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199302000, 'last_traded_price': 2375180, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:20 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199302000, 'last_traded_price': 2375315, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:21 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199303000, 'last_traded_price': 2375300, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:21 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199303000, 'last_traded_price': 2375275, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:22 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199304000, 'last_traded_price': 2375185, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:22 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199304000, 'last_traded_price': 2375190, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:23 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199305000, 'last_traded_price': 2375145, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:23 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199305000, 'last_traded_price': 2375105, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:24 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199306000, 'last_traded_price': 2375140, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:24 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199306000, 'last_traded_price': 2375135, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:25 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199307000, 'last_traded_price': 2375170, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:25 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199307000, 'last_traded_price': 2375210, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:26 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199308000, 'last_traded_price': 2375260, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:26 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199308000, 'last_traded_price': 2375215, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:27 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199309000, 'last_traded_price': 2375205, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:27 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199309000, 'last_traded_price': 2375265, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:28 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199310000, 'last_traded_price': 2375200, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:28 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199310000, 'last_traded_price': 2375220, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:29 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199311000, 'last_traded_price': 2374735, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:29 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199311000, 'last_traded_price': 2375100, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:30 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199312000, 'last_traded_price': 2375040, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:30 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199312000, 'last_traded_price': 2374980, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:31 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199313000, 'last_traded_price': 2375130, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:31 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199313000, 'last_traded_price': 2375070, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:32 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199314000, 'last_traded_price': 2374970, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:32 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199314000, 'last_traded_price': 2375045, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:33 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199315000, 'last_traded_price': 2374930, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:33 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199315000, 'last_traded_price': 2374995, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:34 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199316000, 'last_traded_price': 2375040, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:34 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199316000, 'last_traded_price': 2375020, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:35 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199317000, 'last_traded_price': 2375020, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:35 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199317000, 'last_traded_price': 2375010, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:36 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199318000, 'last_traded_price': 2375020, 'subscription_mode_val': 'LTP'}
[I 241226 13:18:36 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199318000, 'last_traded_price': 2375065, 'subscription_mode_val': 'LTP'}
[I 241226 13:20:15 websocket_listener:48] WebSocket connection opened
[I 241226 13:20:15 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199416000, 'last_traded_price': 2374885, 'subscription_mode_val': 'LTP'}
[I 241226 13:20:15 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199417000, 'last_traded_price': 2374890, 'subscription_mode_val': 'LTP'}
[E 241226 13:20:15 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000601960'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:20:15 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199417000, 'last_traded_price': 2374905, 'subscription_mode_val': 'LTP'}
[I 241226 13:20:16 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199418000, 'last_traded_price': 2374865, 'subscription_mode_val': 'LTP'}
[E 241226 13:20:16 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000601960'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:20:16 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199418000, 'last_traded_price': 2374860, 'subscription_mode_val': 'LTP'}
[I 241226 13:20:17 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199419000, 'last_traded_price': 2374770, 'subscription_mode_val': 'LTP'}
[E 241226 13:20:17 smartConnect:246] Error occurred while making a POST request to https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus. Error: Internal Error. URL: https://apiconnect.angelone.in/rest/secure/angelbroking/edis/v1/getTranStatus, Headers: {'Content-type': 'application/json', 'X-ClientLocalIP': '127.0.0.1', 'X-ClientPublicIP': '106.193.147.98', 'X-MACAddress': '74:e5:43:e1:3c:8c', 'Accept': 'application/json', 'X-PrivateKey': 'A1octAeU ', 'X-UserType': 'USER', 'X-SourceID': 'WEB'}, Request: {'orderid': '241226000601960'}, Response: {'message': 'Internal Error', 'errorcode': 'AB2001', 'status': False, 'data': None}
[I 241226 13:20:17 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199419000, 'last_traded_price': 2374790, 'subscription_mode_val': 'LTP'}
[I 241226 13:20:18 websocket_listener:30] Raw WebSocket message: {'subscription_mode': 1, 'exchange_type': 1, 'token': '99926000', 'sequence_number': 0, 'exchange_timestamp': 1735199420000, 'last_traded_price': 2374980, 'subscription_mode_val': 'LTP'}
